time/total_timesteps,train/loss,train/entropy_loss,train/value_loss,train/n_updates,train/policy_gradient_loss,phase
198656,0.1551873236894607,-0.0002064554622847,0.1797180064171698,960.0,-2.1792948246002196e-08,1
200704,0.0416596196591854,-0.0001316917192525,0.05420028763765,970.0,-0.0006287828902713,1
202752,0.0021402144338935,-0.0001209235671922,0.0114302596914058,980.0,6.752088665962218e-10,1
204800,0.2253621071577072,-0.0001191448731333,0.1438950911840947,990.0,5.355104804039e-10,1
206848,0.1186163797974586,-0.0001183908588245,0.1344258772878674,1000.0,-1.3562384992837904e-09,1
208896,0.0045432746410369,-0.0001191220771943,0.0685939059301745,1010.0,-1.245061866939068e-08,1
210944,0.2228446751832962,-0.0001196801924379,0.1070989533933243,1020.0,-3.8050347939133653e-08,1
212992,0.000659778364934,-0.0001200002692712,0.1801946289997431,1030.0,-1.9615981727838518e-09,1
215040,0.0180267449468374,-0.0001197681228404,0.009977854985334,1040.0,5.678157322108745e-09,1
217088,0.0007469000993296,-0.000120864796554,0.0308808286765724,1050.0,-4.773028194904327e-09,1
219136,0.001839529024437,-0.0001214735843859,0.0135054847141873,1060.0,2.8550857678055763e-08,1
221184,0.0025446873623877,-0.0001224468449436,0.0033467151188006,1070.0,-1.8044374883174894e-09,1
223232,0.1250800341367721,-0.0001225724290634,0.032355715671747,1080.0,-2.834713086485863e-09,1
225280,0.0007197515806183,-0.0001230803060025,0.1375974028989731,1090.0,-1.967418938875198e-09,1
227328,0.105061374604702,-0.0001240468145624,0.2132106842196663,1100.0,-2.9103830456733704e-10,1
229376,0.0003871981170959,-0.0001247978965693,0.1073423416757577,1110.0,-2.3719621822237972e-08,1
231424,0.0012644887901842,-0.0001246393536348,0.0639598672388274,1120.0,-5.587935447692871e-10,1
233472,0.0724754780530929,-9.484030606472517e-05,0.2459190604218747,1130.0,-0.0004767808364704,1
235520,0.0018874460365623,-8.940932839323068e-05,0.0698423264997472,1140.0,2.2933818399906158e-09,1
237568,0.0014989039627835,-8.985520216810982e-05,0.0022651800487892,1150.0,4.531466402113437e-09,1
239616,0.1111358851194381,-9.035291341206176e-05,0.4790158756572055,1160.0,-2.7765054255723955e-09,1
241664,0.0015186702366918,-9.28300501072954e-05,0.2307234734485973,1170.0,-1.1641532182693479e-10,1
243712,0.002211459679529,-9.238258598998073e-05,0.0555780585898901,1180.0,1.5716068446636202e-09,1
245760,0.1297116726636886,-9.155916213785532e-05,0.0962785328203608,1190.0,-3.981404006481171e-09,1
247808,0.3085427582263946,-9.224826062563808e-05,0.2793103829681058,1200.0,8.149072527885435e-11,1
249856,8.997906843433157e-05,-9.250337125195074e-05,0.0009390383244181,1210.0,2.4330802261829375e-09,1
251904,0.0009520942694507,-9.450040315641672e-05,0.2248707305694552,1220.0,1.699663698673248e-09,1
253952,0.7626182436943054,-9.69624688877957e-05,0.8475648753345013,1230.0,1.2188684195280075e-08,1
