rollout/ep_len_mean,rollout/success_rate,time/time_elapsed,time/fps,time/total_timesteps,time/iterations,rollout/ep_rew_mean,train/approx_kl,train/explained_variance,train/entropy_loss,train/loss,train/clip_range,train/policy_gradient_loss,train/clip_fraction,train/n_updates,train/learning_rate,train/value_loss,phase,phase_learning_rate_start,phase_learning_rate_end
256.0,0.0,874,243,212992,104,-2.58,0.0,0.0014423131942749,-5.9947658292003327e-05,0.0137547655031085,0.2,2.060551196336746e-09,0.0,1030.0,0.0002472639999999,0.0840765682209166,1,0.0003,5e-05
256.0,0.0,882,243,215040,105,-2.66,0.0,0.0107052326202392,-6.0113811014161914e-05,0.0794042944908142,0.2,-2.310844138264656e-09,0.0,1040.0,0.000246752,0.1647839174664113,1,0.0003,5e-05
256.0,0.0,891,243,217088,106,-2.82,0.0,0.0187175273895263,-6.18116423538595e-05,0.0492249429225921,0.2,8.149072527885435e-11,0.0,1050.0,0.0002462399999999,0.047400838786234,1,0.0003,5e-05
256.0,0.0,900,243,219136,107,-2.86,0.0,-0.0041182041168212,-6.769533474653145e-05,0.1515887379646301,0.2,-4.371395334601402e-09,0.0,1060.0,0.0002457279999999,0.2687013828544877,1,0.0003,5e-05
256.0,0.0,908,243,221184,108,-2.86,0.0,-0.0007197856903076,-6.0716536427207754e-05,0.0022464040666818,0.2,8.26548784971237e-10,0.0,1070.0,0.000245216,0.066280615616688,1,0.0003,5e-05
256.0,0.0,917,243,223232,109,-2.78,0.0,-0.0011992454528808,-6.580717990800622e-05,0.0110208094120025,0.2,-3.620516508817673e-09,0.0,1080.0,0.0002447039999999,0.0539682719558186,1,0.0003,5e-05
256.0,0.0,925,243,225280,110,-2.76,0.0,0.0022274851799011,-6.60161816085747e-05,0.0376352295279502,0.2,-2.6600901037454607e-09,0.0,1090.0,0.0002441919999999,0.1425203829770907,1,0.0003,5e-05
256.0,0.0,935,243,227328,111,-2.78,0.0,0.0645799040794372,-6.27554249149398e-05,0.0057945637963712,0.2,5.28525561094284e-09,0.0,1100.0,0.0002436799999999,0.0205864810195635,1,0.0003,5e-05
256.0,0.0,943,243,229376,112,-2.6,0.0,0.0674973130226135,-6.324397982098162e-05,0.0018883154261857,0.2,-1.3969838619232175e-10,0.0,1110.0,0.0002431679999999,0.0154898362563471,1,0.0003,5e-05
256.0,0.0,952,242,231424,113,-2.62,0.0,0.0809546709060669,-6.19043423284893e-05,0.0050941137596964,0.2,3.0617229640483853e-09,0.0,1120.0,0.0002426559999999,0.0321216087639186,1,0.0003,5e-05
256.0,0.0,961,242,233472,114,-2.72,0.0,0.0288672447204589,-6.242581093829358e-05,0.0043725837022066,0.2,3.376044332981109e-09,0.0,1130.0,0.0002421439999999,0.160921137612604,1,0.0003,5e-05
256.0,0.0,970,242,235520,115,-2.74,0.0,-0.013228416442871,-6.241997916731635e-05,0.1585624814033508,0.2,-2.153683453798294e-09,0.0,1140.0,0.0002416319999999,0.4954679396469146,1,0.0003,5e-05
256.0,0.0,979,242,237568,116,-2.78,0.0,0.0652080178260803,-6.271482579904842e-05,0.0407392792403698,0.2,-3.2247044146060943e-09,0.0,1150.0,0.0002411199999999,0.0632241505583806,1,0.0003,5e-05
256.0,0.0,988,242,239616,117,-2.84,0.0,0.0382095575332641,-6.29843125352636e-05,0.0538924299180507,0.2,-2.793967723846435e-10,0.0,1160.0,0.0002406079999999,0.2191748863289831,1,0.0003,5e-05
256.0,0.0,997,242,241664,118,-2.87,0.0,0.0293248891830444,-6.692381184620899e-05,0.1199176236987114,0.2,1.7171259969472883e-09,0.0,1170.0,0.0002400959999999,0.1889946035691537,1,0.0003,5e-05
256.0,0.0,1005,242,243712,119,-2.79,5.65277e-05,0.321125328540802,-5.311235304361617e-05,0.0259930938482284,0.2,-0.0001636727829463,0.00029296875,1180.0,0.0002395839999999,0.1890858083730563,1,0.0003,5e-05
256.0,0.0,1014,242,245760,120,-2.81,0.0,0.6929342150688171,-4.802031462531886e-05,0.0027614124119281,0.2,-1.7968704923987388e-08,0.0,1190.0,0.0002390719999999,0.0371204967523226,1,0.0003,5e-05
256.0,0.0,1022,242,247808,121,-2.79,0.0,0.1695873737335205,-4.82172894407995e-05,0.0191136412322521,0.2,-1.4377292245626451e-09,0.0,1200.0,0.0002385599999999,0.1329673233558423,1,0.0003,5e-05
